SoilMoistureSystemID,SensorID,Timestamp,Location,SoilMoisture(%)
SMS001,Sensor10cm,2023-09-03 01:55:04.095252,"-33.004658, 120.990946",7.74
SMS001,Sensor20cm,2023-09-03 01:55:04.095252,"-33.004658, 120.990946",9.62
SMS001,Sensor30cm,2023-09-03 01:55:04.095252,"-33.004658, 120.990946",9.28
SMS001,Sensor10cm,2023-09-03 17:55:04.095252,"-33.004658, 120.990946",7.49
SMS001,Sensor20cm,2023-09-03 17:55:04.095252,"-33.004658, 120.990946",6.9
SMS001,Sensor30cm,2023-09-03 17:55:04.095252,"-33.004658, 120.990946",7.21
SMS001,Sensor10cm,2023-09-04 01:55:04.095252,"-33.004658, 120.990946",6.57
SMS001,Sensor20cm,2023-09-04 01:55:04.095252,"-33.004658, 120.990946",9.57
SMS001,Sensor30cm,2023-09-04 01:55:04.095252,"-33.004658, 120.990946",10.27
SMS001,Sensor10cm,2023-09-04 17:55:04.095252,"-33.004658, 120.990946",7.06
SMS001,Sensor20cm,2023-09-04 17:55:04.095252,"-33.004658, 120.990946",7.66
SMS001,Sensor30cm,2023-09-04 17:55:04.095252,"-33.004658, 120.990946",10.88
SMS001,Sensor10cm,2023-09-05 01:55:04.095252,"-33.004658, 120.990946",6.52
SMS001,Sensor20cm,2023-09-05 01:55:04.095252,"-33.004658, 120.990946",7.79
SMS001,Sensor30cm,2023-09-05 01:55:04.095252,"-33.004658, 120.990946",9.22
SMS001,Sensor10cm,2023-09-05 17:55:04.095252,"-33.004658, 120.990946",5.92
SMS001,Sensor20cm,2023-09-05 17:55:04.095252,"-33.004658, 120.990946",6.05
SMS001,Sensor30cm,2023-09-05 17:55:04.095252,"-33.004658, 120.990946",9.38
SMS001,Sensor10cm,2023-09-06 01:55:04.095252,"-33.004658, 120.990946",7.24
SMS001,Sensor20cm,2023-09-06 01:55:04.095252,"-33.004658, 120.990946",6.17
SMS001,Sensor30cm,2023-09-06 01:55:04.095252,"-33.004658, 120.990946",8.98
SMS001,Sensor10cm,2023-09-06 17:55:04.095252,"-33.004658, 120.990946",8.84
SMS001,Sensor20cm,2023-09-06 17:55:04.095252,"-33.004658, 120.990946",7.9
SMS001,Sensor30cm,2023-09-06 17:55:04.095252,"-33.004658, 120.990946",10.04
SMS001,Sensor10cm,2023-09-07 01:55:04.095252,"-33.004658, 120.990946",4.87
SMS001,Sensor20cm,2023-09-07 01:55:04.095252,"-33.004658, 120.990946",8.86
SMS001,Sensor30cm,2023-09-07 01:55:04.095252,"-33.004658, 120.990946",9.7
SMS001,Sensor10cm,2023-09-07 17:55:04.095252,"-33.004658, 120.990946",8.25
SMS001,Sensor20cm,2023-09-07 17:55:04.095252,"-33.004658, 120.990946",9.75
SMS001,Sensor30cm,2023-09-07 17:55:04.095252,"-33.004658, 120.990946",8.5
SMS001,Sensor10cm,2023-09-08 01:55:04.095252,"-33.004658, 120.990946",4.97
SMS001,Sensor20cm,2023-09-08 01:55:04.095252,"-33.004658, 120.990946",5.82
SMS001,Sensor30cm,2023-09-08 01:55:04.095252,"-33.004658, 120.990946",7.92
SMS001,Sensor10cm,2023-09-08 17:55:04.095252,"-33.004658, 120.990946",6.88
SMS001,Sensor20cm,2023-09-08 17:55:04.095252,"-33.004658, 120.990946",9.05
SMS001,Sensor30cm,2023-09-08 17:55:04.095252,"-33.004658, 120.990946",10.27
SMS001,Sensor10cm,2023-09-09 01:55:04.095252,"-33.004658, 120.990946",4.75
SMS001,Sensor20cm,2023-09-09 01:55:04.095252,"-33.004658, 120.990946",6.1
SMS001,Sensor30cm,2023-09-09 01:55:04.095252,"-33.004658, 120.990946",10.06
SMS001,Sensor10cm,2023-09-09 17:55:04.095252,"-33.004658, 120.990946",7.83
SMS001,Sensor20cm,2023-09-09 17:55:04.095252,"-33.004658, 120.990946",8.17
SMS001,Sensor30cm,2023-09-09 17:55:04.095252,"-33.004658, 120.990946",8.15
SMS001,Sensor10cm,2023-09-10 01:55:04.095252,"-33.004658, 120.990946",7.49
SMS001,Sensor20cm,2023-09-10 01:55:04.095252,"-33.004658, 120.990946",5.84
SMS001,Sensor30cm,2023-09-10 01:55:04.095252,"-33.004658, 120.990946",8.88
SMS001,Sensor10cm,2023-09-10 17:55:04.095252,"-33.004658, 120.990946",7.12
SMS001,Sensor20cm,2023-09-10 17:55:04.095252,"-33.004658, 120.990946",8.9
SMS001,Sensor30cm,2023-09-10 17:55:04.095252,"-33.004658, 120.990946",9.29
SMS001,Sensor10cm,2023-09-11 01:55:04.095252,"-33.004658, 120.990946",4.68
SMS001,Sensor20cm,2023-09-11 01:55:04.095252,"-33.004658, 120.990946",8.58
SMS001,Sensor30cm,2023-09-11 01:55:04.095252,"-33.004658, 120.990946",9.74
SMS001,Sensor10cm,2023-09-11 17:55:04.095252,"-33.004658, 120.990946",5.86
SMS001,Sensor20cm,2023-09-11 17:55:04.095252,"-33.004658, 120.990946",8.41
SMS001,Sensor30cm,2023-09-11 17:55:04.095252,"-33.004658, 120.990946",6.78
SMS001,Sensor10cm,2023-09-12 01:55:04.095252,"-33.004658, 120.990946",7.9
SMS001,Sensor20cm,2023-09-12 01:55:04.095252,"-33.004658, 120.990946",7.93
SMS001,Sensor30cm,2023-09-12 01:55:04.095252,"-33.004658, 120.990946",10.46
SMS001,Sensor10cm,2023-09-12 17:55:04.095252,"-33.004658, 120.990946",4.6
SMS001,Sensor20cm,2023-09-12 17:55:04.095252,"-33.004658, 120.990946",7.59
SMS001,Sensor30cm,2023-09-12 17:55:04.095252,"-33.004658, 120.990946",10.31
SMS001,Sensor10cm,2023-09-13 01:55:04.095252,"-33.004658, 120.990946",8.07
SMS001,Sensor20cm,2023-09-13 01:55:04.095252,"-33.004658, 120.990946",7.2
SMS001,Sensor30cm,2023-09-13 01:55:04.095252,"-33.004658, 120.990946",7.02
SMS001,Sensor10cm,2023-09-13 17:55:04.095252,"-33.004658, 120.990946",8.3
SMS001,Sensor20cm,2023-09-13 17:55:04.095252,"-33.004658, 120.990946",8.5
SMS001,Sensor30cm,2023-09-13 17:55:04.095252,"-33.004658, 120.990946",8.26
SMS001,Sensor10cm,2023-09-14 01:55:04.095252,"-33.004658, 120.990946",7.61
SMS001,Sensor20cm,2023-09-14 01:55:04.095252,"-33.004658, 120.990946",6.17
SMS001,Sensor30cm,2023-09-14 01:55:04.095252,"-33.004658, 120.990946",6.97
SMS001,Sensor10cm,2023-09-14 17:55:04.095252,"-33.004658, 120.990946",7.26
SMS001,Sensor20cm,2023-09-14 17:55:04.095252,"-33.004658, 120.990946",5.77
SMS001,Sensor30cm,2023-09-14 17:55:04.095252,"-33.004658, 120.990946",8.0
SMS001,Sensor10cm,2023-09-15 01:55:04.095252,"-33.004658, 120.990946",5.08
SMS001,Sensor20cm,2023-09-15 01:55:04.095252,"-33.004658, 120.990946",8.48
SMS001,Sensor30cm,2023-09-15 01:55:04.095252,"-33.004658, 120.990946",7.99
SMS001,Sensor10cm,2023-09-15 17:55:04.095252,"-33.004658, 120.990946",6.42
SMS001,Sensor20cm,2023-09-15 17:55:04.095252,"-33.004658, 120.990946",6.08
SMS001,Sensor30cm,2023-09-15 17:55:04.095252,"-33.004658, 120.990946",9.32
SMS001,Sensor10cm,2023-09-16 01:55:04.095252,"-33.004658, 120.990946",4.78
SMS001,Sensor20cm,2023-09-16 01:55:04.095252,"-33.004658, 120.990946",6.62
SMS001,Sensor30cm,2023-09-16 01:55:04.095252,"-33.004658, 120.990946",7.98
SMS001,Sensor10cm,2023-09-16 17:55:04.095252,"-33.004658, 120.990946",7.85
SMS001,Sensor20cm,2023-09-16 17:55:04.095252,"-33.004658, 120.990946",8.53
SMS001,Sensor30cm,2023-09-16 17:55:04.095252,"-33.004658, 120.990946",7.2
SMS001,Sensor10cm,2023-09-17 01:55:04.095252,"-33.004658, 120.990946",7.07
SMS001,Sensor20cm,2023-09-17 01:55:04.095252,"-33.004658, 120.990946",6.01
SMS001,Sensor30cm,2023-09-17 01:55:04.095252,"-33.004658, 120.990946",6.72
SMS001,Sensor10cm,2023-09-17 17:55:04.095252,"-33.004658, 120.990946",7.12
SMS001,Sensor20cm,2023-09-17 17:55:04.095252,"-33.004658, 120.990946",9.02
SMS001,Sensor30cm,2023-09-17 17:55:04.095252,"-33.004658, 120.990946",7.49
SMS001,Sensor10cm,2023-09-18 01:55:04.095252,"-33.004658, 120.990946",7.06
SMS001,Sensor20cm,2023-09-18 01:55:04.095252,"-33.004658, 120.990946",5.62
SMS001,Sensor30cm,2023-09-18 01:55:04.095252,"-33.004658, 120.990946",6.5
SMS001,Sensor10cm,2023-09-18 17:55:04.095252,"-33.004658, 120.990946",7.92
SMS001,Sensor20cm,2023-09-18 17:55:04.095252,"-33.004658, 120.990946",6.15
SMS001,Sensor30cm,2023-09-18 17:55:04.095252,"-33.004658, 120.990946",7.75
SMS001,Sensor10cm,2023-09-19 01:55:04.095252,"-33.004658, 120.990946",6.04
SMS001,Sensor20cm,2023-09-19 01:55:04.095252,"-33.004658, 120.990946",5.53
SMS001,Sensor30cm,2023-09-19 01:55:04.095252,"-33.004658, 120.990946",8.14
SMS001,Sensor10cm,2023-09-19 17:55:04.095252,"-33.004658, 120.990946",4.96
SMS001,Sensor20cm,2023-09-19 17:55:04.095252,"-33.004658, 120.990946",7.78
SMS001,Sensor30cm,2023-09-19 17:55:04.095252,"-33.004658, 120.990946",6.29
SMS001,Sensor10cm,2023-09-20 01:55:04.095252,"-33.004658, 120.990946",7.33
SMS001,Sensor20cm,2023-09-20 01:55:04.095252,"-33.004658, 120.990946",5.42
SMS001,Sensor30cm,2023-09-20 01:55:04.095252,"-33.004658, 120.990946",6.47
SMS001,Sensor10cm,2023-09-20 17:55:04.095252,"-33.004658, 120.990946",5.22
SMS001,Sensor20cm,2023-09-20 17:55:04.095252,"-33.004658, 120.990946",5.54
SMS001,Sensor30cm,2023-09-20 17:55:04.095252,"-33.004658, 120.990946",6.64
SMS001,Sensor10cm,2023-09-21 01:55:04.095252,"-33.004658, 120.990946",6.75
SMS001,Sensor20cm,2023-09-21 01:55:04.095252,"-33.004658, 120.990946",7.67
SMS001,Sensor30cm,2023-09-21 01:55:04.095252,"-33.004658, 120.990946",9.71
SMS001,Sensor10cm,2023-09-21 17:55:04.095252,"-33.004658, 120.990946",7.35
SMS001,Sensor20cm,2023-09-21 17:55:04.095252,"-33.004658, 120.990946",8.0
SMS001,Sensor30cm,2023-09-21 17:55:04.095252,"-33.004658, 120.990946",6.56
SMS001,Sensor10cm,2023-09-22 01:55:04.095252,"-33.004658, 120.990946",4.49
SMS001,Sensor20cm,2023-09-22 01:55:04.095252,"-33.004658, 120.990946",5.14
SMS001,Sensor30cm,2023-09-22 01:55:04.095252,"-33.004658, 120.990946",7.89
SMS001,Sensor10cm,2023-09-22 17:55:04.095252,"-33.004658, 120.990946",6.63
SMS001,Sensor20cm,2023-09-22 17:55:04.095252,"-33.004658, 120.990946",5.43
SMS001,Sensor30cm,2023-09-22 17:55:04.095252,"-33.004658, 120.990946",7.12
SMS001,Sensor10cm,2023-09-23 01:55:04.095252,"-33.004658, 120.990946",5.69
SMS001,Sensor20cm,2023-09-23 01:55:04.095252,"-33.004658, 120.990946",8.37
SMS001,Sensor30cm,2023-09-23 01:55:04.095252,"-33.004658, 120.990946",8.96
SMS001,Sensor10cm,2023-09-23 17:55:04.095252,"-33.004658, 120.990946",5.34
SMS001,Sensor20cm,2023-09-23 17:55:04.095252,"-33.004658, 120.990946",8.23
SMS001,Sensor30cm,2023-09-23 17:55:04.095252,"-33.004658, 120.990946",6.72
SMS001,Sensor10cm,2023-09-24 01:55:04.095252,"-33.004658, 120.990946",5.52
SMS001,Sensor20cm,2023-09-24 01:55:04.095252,"-33.004658, 120.990946",5.49
SMS001,Sensor30cm,2023-09-24 01:55:04.095252,"-33.004658, 120.990946",9.32
SMS001,Sensor10cm,2023-09-24 17:55:04.095252,"-33.004658, 120.990946",7.26
SMS001,Sensor20cm,2023-09-24 17:55:04.095252,"-33.004658, 120.990946",6.62
SMS001,Sensor30cm,2023-09-24 17:55:04.095252,"-33.004658, 120.990946",8.72
SMS001,Sensor10cm,2023-09-25 01:55:04.095252,"-33.004658, 120.990946",4.62
SMS001,Sensor20cm,2023-09-25 01:55:04.095252,"-33.004658, 120.990946",8.02
SMS001,Sensor30cm,2023-09-25 01:55:04.095252,"-33.004658, 120.990946",7.23
SMS001,Sensor10cm,2023-09-25 17:55:04.095252,"-33.004658, 120.990946",4.2
SMS001,Sensor20cm,2023-09-25 17:55:04.095252,"-33.004658, 120.990946",6.54
SMS001,Sensor30cm,2023-09-25 17:55:04.095252,"-33.004658, 120.990946",9.95
SMS001,Sensor10cm,2023-09-26 01:55:04.095252,"-33.004658, 120.990946",4.29
SMS001,Sensor20cm,2023-09-26 01:55:04.095252,"-33.004658, 120.990946",8.79
SMS001,Sensor30cm,2023-09-26 01:55:04.095252,"-33.004658, 120.990946",7.06
SMS001,Sensor10cm,2023-09-26 17:55:04.095252,"-33.004658, 120.990946",7.41
SMS001,Sensor20cm,2023-09-26 17:55:04.095252,"-33.004658, 120.990946",5.84
SMS001,Sensor30cm,2023-09-26 17:55:04.095252,"-33.004658, 120.990946",9.97
SMS001,Sensor10cm,2023-09-27 01:55:04.095252,"-33.004658, 120.990946",4.48
SMS001,Sensor20cm,2023-09-27 01:55:04.095252,"-33.004658, 120.990946",8.65
SMS001,Sensor30cm,2023-09-27 01:55:04.095252,"-33.004658, 120.990946",8.65
SMS001,Sensor10cm,2023-09-27 17:55:04.095252,"-33.004658, 120.990946",7.64
SMS001,Sensor20cm,2023-09-27 17:55:04.095252,"-33.004658, 120.990946",5.97
SMS001,Sensor30cm,2023-09-27 17:55:04.095252,"-33.004658, 120.990946",7.2
SMS001,Sensor10cm,2023-09-28 01:55:04.095252,"-33.004658, 120.990946",5.78
SMS001,Sensor20cm,2023-09-28 01:55:04.095252,"-33.004658, 120.990946",6.44
SMS001,Sensor30cm,2023-09-28 01:55:04.095252,"-33.004658, 120.990946",8.13
SMS001,Sensor10cm,2023-09-28 17:55:04.095252,"-33.004658, 120.990946",4.58
SMS001,Sensor20cm,2023-09-28 17:55:04.095252,"-33.004658, 120.990946",7.27
SMS001,Sensor30cm,2023-09-28 17:55:04.095252,"-33.004658, 120.990946",9.41
SMS001,Sensor10cm,2023-09-29 01:55:04.095252,"-33.004658, 120.990946",7.93
SMS001,Sensor20cm,2023-09-29 01:55:04.095252,"-33.004658, 120.990946",7.01
SMS001,Sensor30cm,2023-09-29 01:55:04.095252,"-33.004658, 120.990946",9.88
SMS001,Sensor10cm,2023-09-29 17:55:04.095252,"-33.004658, 120.990946",5.59
SMS001,Sensor20cm,2023-09-29 17:55:04.095252,"-33.004658, 120.990946",8.27
SMS001,Sensor30cm,2023-09-29 17:55:04.095252,"-33.004658, 120.990946",8.48
SMS001,Sensor10cm,2023-09-30 01:55:04.095252,"-33.004658, 120.990946",5.68
SMS001,Sensor20cm,2023-09-30 01:55:04.095252,"-33.004658, 120.990946",8.02
SMS001,Sensor30cm,2023-09-30 01:55:04.095252,"-33.004658, 120.990946",8.74
SMS001,Sensor10cm,2023-09-30 17:55:04.095252,"-33.004658, 120.990946",5.86
SMS001,Sensor20cm,2023-09-30 17:55:04.095252,"-33.004658, 120.990946",6.63
SMS001,Sensor30cm,2023-09-30 17:55:04.095252,"-33.004658, 120.990946",9.76
SMS001,Sensor10cm,2023-10-01 01:55:04.095252,"-33.004658, 120.990946",6.3
SMS001,Sensor20cm,2023-10-01 01:55:04.095252,"-33.004658, 120.990946",8.19
SMS001,Sensor30cm,2023-10-01 01:55:04.095252,"-33.004658, 120.990946",8.28
SMS001,Sensor10cm,2023-10-01 17:55:04.095252,"-33.004658, 120.990946",4.92
SMS001,Sensor20cm,2023-10-01 17:55:04.095252,"-33.004658, 120.990946",7.92
SMS001,Sensor30cm,2023-10-01 17:55:04.095252,"-33.004658, 120.990946",6.07
SMS001,Sensor10cm,2023-10-02 01:55:04.095252,"-33.004658, 120.990946",5.28
SMS001,Sensor20cm,2023-10-02 01:55:04.095252,"-33.004658, 120.990946",5.97
SMS001,Sensor30cm,2023-10-02 01:55:04.095252,"-33.004658, 120.990946",7.5
SMS001,Sensor10cm,2023-10-02 17:55:04.095252,"-33.004658, 120.990946",6.83
SMS001,Sensor20cm,2023-10-02 17:55:04.095252,"-33.004658, 120.990946",5.64
SMS001,Sensor30cm,2023-10-02 17:55:04.095252,"-33.004658, 120.990946",6.44
SMS001,Sensor10cm,2023-10-03 01:55:04.095252,"-33.004658, 120.990946",4.73
SMS001,Sensor20cm,2023-10-03 01:55:04.095252,"-33.004658, 120.990946",7.55
SMS001,Sensor30cm,2023-10-03 01:55:04.095252,"-33.004658, 120.990946",7.4
SMS001,Sensor10cm,2023-10-03 17:55:04.095252,"-33.004658, 120.990946",7.26
SMS001,Sensor20cm,2023-10-03 17:55:04.095252,"-33.004658, 120.990946",7.56
SMS001,Sensor30cm,2023-10-03 17:55:04.095252,"-33.004658, 120.990946",7.62
SMS001,Sensor10cm,2023-10-04 01:55:04.095252,"-33.004658, 120.990946",6.13
SMS001,Sensor20cm,2023-10-04 01:55:04.095252,"-33.004658, 120.990946",6.77
SMS001,Sensor30cm,2023-10-04 01:55:04.095252,"-33.004658, 120.990946",8.92
SMS001,Sensor10cm,2023-10-04 17:55:04.095252,"-33.004658, 120.990946",4.32
SMS001,Sensor20cm,2023-10-04 17:55:04.095252,"-33.004658, 120.990946",5.67
SMS001,Sensor30cm,2023-10-04 17:55:04.095252,"-33.004658, 120.990946",7.36
SMS001,Sensor10cm,2023-10-05 01:55:04.095252,"-33.004658, 120.990946",6.97
SMS001,Sensor20cm,2023-10-05 01:55:04.095252,"-33.004658, 120.990946",5.93
SMS001,Sensor30cm,2023-10-05 01:55:04.095252,"-33.004658, 120.990946",8.59
SMS001,Sensor10cm,2023-10-05 17:55:04.095252,"-33.004658, 120.990946",7.4
SMS001,Sensor20cm,2023-10-05 17:55:04.095252,"-33.004658, 120.990946",7.35
SMS001,Sensor30cm,2023-10-05 17:55:04.095252,"-33.004658, 120.990946",7.02
SMS001,Sensor10cm,2023-10-06 01:55:04.095252,"-33.004658, 120.990946",5.4
SMS001,Sensor20cm,2023-10-06 01:55:04.095252,"-33.004658, 120.990946",7.52
SMS001,Sensor30cm,2023-10-06 01:55:04.095252,"-33.004658, 120.990946",6.34
SMS001,Sensor10cm,2023-10-06 17:55:04.095252,"-33.004658, 120.990946",4.78
SMS001,Sensor20cm,2023-10-06 17:55:04.095252,"-33.004658, 120.990946",8.07
SMS001,Sensor30cm,2023-10-06 17:55:04.095252,"-33.004658, 120.990946",6.48
SMS001,Sensor10cm,2023-10-07 01:55:04.095252,"-33.004658, 120.990946",6.75
SMS001,Sensor20cm,2023-10-07 01:55:04.095252,"-33.004658, 120.990946",6.21
SMS001,Sensor30cm,2023-10-07 01:55:04.095252,"-33.004658, 120.990946",6.24
SMS001,Sensor10cm,2023-10-07 17:55:04.095252,"-33.004658, 120.990946",5.47
SMS001,Sensor20cm,2023-10-07 17:55:04.095252,"-33.004658, 120.990946",5.06
SMS001,Sensor30cm,2023-10-07 17:55:04.095252,"-33.004658, 120.990946",10.01
SMS001,Sensor10cm,2023-10-08 01:55:04.095252,"-33.004658, 120.990946",6.09
SMS001,Sensor20cm,2023-10-08 01:55:04.095252,"-33.004658, 120.990946",6.62
SMS001,Sensor30cm,2023-10-08 01:55:04.095252,"-33.004658, 120.990946",10.0
SMS001,Sensor10cm,2023-10-08 17:55:04.095252,"-33.004658, 120.990946",5.41
SMS001,Sensor20cm,2023-10-08 17:55:04.095252,"-33.004658, 120.990946",6.89
SMS001,Sensor30cm,2023-10-08 17:55:04.095252,"-33.004658, 120.990946",9.2
SMS001,Sensor10cm,2023-10-09 01:55:04.095252,"-33.004658, 120.990946",6.81
SMS001,Sensor20cm,2023-10-09 01:55:04.095252,"-33.004658, 120.990946",6.39
SMS001,Sensor30cm,2023-10-09 01:55:04.095252,"-33.004658, 120.990946",8.71
SMS001,Sensor10cm,2023-10-09 17:55:04.095252,"-33.004658, 120.990946",5.21
SMS001,Sensor20cm,2023-10-09 17:55:04.095252,"-33.004658, 120.990946",5.92
SMS001,Sensor30cm,2023-10-09 17:55:04.095252,"-33.004658, 120.990946",7.41
SMS001,Sensor10cm,2023-10-10 01:55:04.095252,"-33.004658, 120.990946",5.67
SMS001,Sensor20cm,2023-10-10 01:55:04.095252,"-33.004658, 120.990946",8.01
SMS001,Sensor30cm,2023-10-10 01:55:04.095252,"-33.004658, 120.990946",10.02
SMS001,Sensor10cm,2023-10-10 17:55:04.095252,"-33.004658, 120.990946",5.72
SMS001,Sensor20cm,2023-10-10 17:55:04.095252,"-33.004658, 120.990946",5.15
SMS001,Sensor30cm,2023-10-10 17:55:04.095252,"-33.004658, 120.990946",6.36
SMS001,Sensor10cm,2023-10-11 01:55:04.095252,"-33.004658, 120.990946",8.04
SMS001,Sensor20cm,2023-10-11 01:55:04.095252,"-33.004658, 120.990946",5.24
SMS001,Sensor30cm,2023-10-11 01:55:04.095252,"-33.004658, 120.990946",8.03
SMS001,Sensor10cm,2023-10-11 17:55:04.095252,"-33.004658, 120.990946",6.36
SMS001,Sensor20cm,2023-10-11 17:55:04.095252,"-33.004658, 120.990946",8.21
